user_id;signup_date;country;device;acquisition_channel;plan_id;activated_date;is_activated
U001384;2/1/2025;NL;Android;Referral;P01;;0
U001385;24/11/2025;PT;Web;Partnership;P01;26/11/2025;1
U001386;6/3/2025;PT;Android;Paid Social;P01;;0
U001387;9/12/2025;NL;iOS;Referral;P01;;0
U001388;13/4/2025;FR;iOS;Paid Search;P01;20/4/2025;1
U001389;21/7/2025;FR;Android;Organic;P01;;0
U001390;25/6/2025;DE;iOS;Paid Social;P01;26/6/2025;1
U001391;8/7/2025;IT;Android;Paid Social;P02;18/7/2025;1
U001392;6/7/2025;NL;Android;Paid Search;P01;;0
U001393;7/11/2025;NL;Android;Organic;P01;10/11/2025;1
U001394;20/11/2025;IT;Android;Referral;P02;24/11/2025;1
U001395;4/3/2025;IE;iOS;Referral;P03;;0
U001396;5/10/2025;ES;Android;Paid Search;P01;13/10/2025;1
U001397;9/4/2025;IE;Android;Partnership;P02;9/4/2025;1
U001398;2/9/2025;ES;Android;Paid Search;P01;;0
U001399;4/12/2025;DE;Android;Organic;P01;9/12/2025;1
U001400;23/11/2025;ES;Android;Organic;P01;26/11/2025;1
U001401;18/1/2025;DE;iOS;Paid Search;P01;;0
U001402;2/11/2025;FR;Android;Organic;P01;2/11/2025;1
U001403;31/8/2025;ES;iOS;Paid Social;P01;31/8/2025;1
U001404;24/10/2025;DE;Android;Referral;P01;27/10/2025;1
U001405;15/6/2025;IT;iOS;Paid Search;P02;26/6/2025;1
U001406;21/6/2025;ES;Android;Referral;P01;22/6/2025;1
U001407;6/10/2025;IT;iOS;Partnership;P01;;0
U001408;25/9/2025;ES;iOS;Paid Search;P01;25/9/2025;1
U001409;23/5/2025;ES;iOS;Organic;P01;23/5/2025;1
U001410;9/10/2025;ES;iOS;Organic;P02;;0
U001411;4/9/2025;DE;Android;Paid Social;P02;;0
U001412;13/3/2025;PT;iOS;Paid Search;P01;30/3/2025;1
U001413;17/1/2025;DE;iOS;Paid Social;P01;;0
U001414;4/5/2025;PT;iOS;Paid Social;P01;7/5/2025;1
U001415;8/12/2025;DE;Android;Paid Social;P03;21/12/2025;1
U001416;19/10/2025;PT;iOS;Organic;P01;22/10/2025;1
U001417;8/6/2025;IE;iOS;Organic;P01;17/6/2025;1
U001418;8/6/2025;FR;Android;Paid Search;P01;18/6/2025;1
U001419;27/2/2025;ES;Android;Referral;P01;5/3/2025;1
U001420;29/9/2025;ES;Android;Paid Social;P01;5/10/2025;1
U001421;17/12/2025;DE;iOS;Paid Social;P02;21/12/2025;1
U001422;19/9/2025;DE;Android;Paid Social;P01;;0
U001423;7/8/2025;ES;Android;Paid Search;P01;8/8/2025;1
U001424;27/5/2025;NL;Android;Organic;P01;3/6/2025;1
U001425;11/3/2025;IE;iOS;Organic;P01;;0
U001426;24/1/2025;ES;iOS;Organic;P02;;0
U001427;25/8/2025;ES;Android;Organic;P01;7/9/2025;1
U001428;27/10/2025;ES;iOS;Organic;P02;7/11/2025;1
U001429;3/4/2025;FR;Android;Referral;P02;10/4/2025;1
U001430;12/4/2025;NL;iOS;Organic;P01;22/4/2025;1
U001431;7/2/2025;DE;iOS;Organic;P01;11/2/2025;1
U001432;30/10/2025;ES;iOS;Organic;P01;13/11/2025;1
U001433;20/11/2025;FR;iOS;Organic;P01;;0
U001434;30/1/2025;ES;Android;Organic;P01;1/2/2025;1
U001435;26/4/2025;FR;iOS;Organic;P01;;0
U001436;9/12/2025;FR;Android;Organic;P01;16/12/2025;1
U001437;21/2/2025;DE;iOS;Partnership;P02;28/2/2025;1
U001438;4/3/2025;DE;Android;Organic;P01;4/3/2025;1
U001439;17/2/2025;NL;Web;Organic;P01;;0
U001440;14/4/2025;ES;Android;Paid Search;P01;;0
U001441;27/2/2025;PT;Android;Organic;P01;6/3/2025;1
U001442;12/2/2025;ES;iOS;Paid Social;P01;16/2/2025;1
U001443;30/12/2025;ES;Android;Paid Search;P02;1/1/2026;1
U001444;10/7/2025;NL;Web;Referral;P02;17/7/2025;1
U001445;21/9/2025;IT;Android;Partnership;P01;23/9/2025;1
U001446;17/10/2025;ES;iOS;Paid Social;P01;18/10/2025;1
U001447;1/7/2025;FR;Android;Organic;P01;3/7/2025;1
U001448;10/12/2025;IT;iOS;Paid Search;P01;;0
U001449;23/5/2025;BE;Android;Organic;P01;26/5/2025;1
U001450;18/3/2025;DE;iOS;Referral;P02;1/4/2025;1
U001451;17/5/2025;ES;iOS;Organic;P02;;0
U001452;30/9/2025;FR;Android;Paid Social;P01;1/10/2025;1
U001453;11/5/2025;ES;Android;Organic;P02;14/5/2025;1
U001454;30/10/2025;ES;Android;Paid Search;P01;30/10/2025;1
U001455;1/1/2025;DE;Android;Organic;P02;6/1/2025;1
U001456;19/11/2025;PT;Android;Paid Search;P01;26/11/2025;1
U001457;6/10/2025;ES;Android;Paid Social;P01;7/10/2025;1
U001458;11/9/2025;PT;Web;Paid Social;P01;15/9/2025;1
U001459;21/11/2025;IT;iOS;Organic;P01;23/11/2025;1
U001460;30/9/2025;IT;iOS;Organic;P01;4/10/2025;1
U001461;18/2/2025;ES;Android;Referral;P02;;0
U001462;30/5/2025;FR;iOS;Paid Search;P02;30/5/2025;1
U001463;1/9/2025;ES;Android;Paid Social;P01;3/9/2025;1
U001464;20/5/2025;ES;iOS;Paid Search;P02;;0
U001465;19/10/2025;ES;iOS;Paid Social;P01;23/10/2025;1
U001466;23/9/2025;ES;iOS;Paid Social;P02;25/9/2025;1
U001467;12/7/2025;ES;Android;Organic;P02;19/7/2025;1
U001468;4/8/2025;ES;Android;Paid Search;P01;12/8/2025;1
U001469;24/10/2025;BE;iOS;Paid Search;P01;;0
U001470;22/12/2025;PT;iOS;Organic;P01;;0
U001471;28/6/2025;FR;iOS;Referral;P01;5/7/2025;1
U001472;23/8/2025;BE;iOS;Organic;P01;26/8/2025;1
U001473;21/6/2025;ES;Android;Organic;P01;26/6/2025;1
U001474;30/11/2025;FR;Android;Referral;P02;8/12/2025;1
U001475;5/4/2025;PT;iOS;Referral;P01;;0
U001476;4/10/2025;FR;Android;Organic;P02;16/10/2025;1
U001477;10/10/2025;ES;Android;Paid Social;P02;;0
U001478;12/10/2025;FR;iOS;Organic;P01;;0
U001479;29/7/2025;DE;iOS;Paid Social;P03;2/8/2025;1
U001480;2/3/2025;DE;Android;Paid Search;P02;3/3/2025;1
U001481;1/9/2025;FR;iOS;Referral;P01;3/9/2025;1
U001482;6/6/2025;FR;iOS;Paid Search;P03;7/6/2025;1
U001483;4/4/2025;ES;iOS;Paid Search;P01;;0
U001484;1/9/2025;DE;Android;Referral;P01;2/9/2025;1
U001485;18/11/2025;ES;iOS;Organic;P01;20/11/2025;1
U001486;20/6/2025;NL;Android;Organic;P01;;0
U001487;7/7/2025;IT;Android;Paid Search;P03;20/7/2025;1
U001488;16/10/2025;FR;Android;Paid Social;P01;21/10/2025;1
U001489;23/12/2025;IT;Android;Organic;P01;26/12/2025;1
U001490;27/5/2025;ES;iOS;Paid Social;P01;2/6/2025;1
U001491;12/6/2025;FR;iOS;Paid Search;P02;;0
U001492;25/2/2025;FR;iOS;Paid Social;P01;27/2/2025;1
U001493;13/5/2025;FR;Android;Partnership;P01;18/5/2025;1
U001494;27/8/2025;IT;Android;Paid Search;P01;29/8/2025;1
U001495;12/11/2025;IE;Android;Paid Social;P01;12/11/2025;1
U001496;14/8/2025;FR;Android;Paid Search;P03;19/8/2025;1
U001497;4/4/2025;FR;iOS;Organic;P03;4/4/2025;1
U001498;5/12/2025;DE;iOS;Referral;P01;8/12/2025;1
U001499;7/1/2025;ES;iOS;Referral;P02;11/1/2025;1
U001500;16/10/2025;ES;Android;Referral;P02;19/10/2025;1
U001501;31/10/2025;IE;iOS;Partnership;P01;9/11/2025;1
U001502;15/11/2025;PT;Android;Paid Search;P01;17/11/2025;1
U001503;9/10/2025;IE;iOS;Paid Social;P01;14/10/2025;1
U001504;4/6/2025;ES;Android;Organic;P01;5/6/2025;1
U001505;5/2/2025;ES;iOS;Partnership;P02;5/2/2025;1
U001506;21/11/2025;FR;Android;Paid Social;P01;24/11/2025;1
U001507;7/9/2025;BE;iOS;Organic;P01;16/9/2025;1
U001508;12/9/2025;ES;Android;Referral;P01;;0
U001509;27/9/2025;ES;Android;Paid Social;P01;4/10/2025;1
U001510;15/8/2025;ES;Android;Partnership;P01;;0
U001511;6/12/2025;IT;iOS;Referral;P01;;0
U001512;17/12/2025;PT;Android;Referral;P02;17/12/2025;1
U001513;4/4/2025;IT;Android;Paid Search;P02;;0
U001514;9/9/2025;ES;iOS;Paid Search;P01;9/9/2025;1
U001515;27/3/2025;IT;Android;Referral;P01;3/4/2025;1
U001516;18/12/2025;FR;Android;Organic;P01;23/12/2025;1
U001517;29/12/2025;ES;Android;Organic;P01;1/1/2026;1
U001518;29/4/2025;ES;Android;Partnership;P03;;0
U001519;28/11/2025;DE;Android;Partnership;P01;4/12/2025;1
U001520;13/5/2025;FR;Android;Partnership;P02;16/5/2025;1
U001521;17/4/2025;IE;iOS;Organic;P01;24/4/2025;1
U001522;6/6/2025;FR;Android;Organic;P01;10/6/2025;1
U001523;8/2/2025;FR;iOS;Partnership;P02;;0
U001524;7/6/2025;IT;iOS;Organic;P01;16/6/2025;1
U001525;4/8/2025;DE;iOS;Paid Search;P01;8/8/2025;1
U001526;24/7/2025;ES;Android;Organic;P02;30/7/2025;1
U001527;7/6/2025;DE;iOS;Referral;P02;14/6/2025;1
U001528;13/8/2025;ES;iOS;Paid Search;P01;;0
U001529;31/8/2025;FR;iOS;Organic;P01;;0
U001530;13/9/2025;IT;iOS;Paid Search;P01;14/9/2025;1
U001531;29/5/2025;DE;Web;Organic;P01;;0
U001532;23/5/2025;FR;Android;Referral;P01;24/5/2025;1
U001533;12/6/2025;ES;Android;Paid Social;P01;17/6/2025;1
U001534;21/12/2025;DE;Android;Paid Social;P01;;0
U001535;3/8/2025;ES;iOS;Paid Search;P01;5/8/2025;1
U001536;16/3/2025;BE;Android;Organic;P01;19/3/2025;1
U001537;16/4/2025;DE;Web;Organic;P01;19/4/2025;1
U001538;20/5/2025;NL;Android;Partnership;P02;;0
U001539;3/11/2025;FR;Android;Paid Search;P02;12/11/2025;1
U001540;7/8/2025;PT;Android;Paid Search;P03;11/8/2025;1
U001541;9/8/2025;ES;Android;Paid Search;P01;17/8/2025;1
U001542;6/5/2025;ES;iOS;Partnership;P01;10/5/2025;1
U001543;10/8/2025;ES;Android;Referral;P01;11/8/2025;1
U001544;10/8/2025;ES;iOS;Organic;P02;16/8/2025;1
U001545;26/8/2025;BE;Android;Paid Social;P01;;0
U001546;15/5/2025;IT;Android;Paid Search;P01;4/6/2025;1
U001547;17/12/2025;DE;Android;Referral;P01;25/12/2025;1
U001548;3/10/2025;DE;iOS;Partnership;P01;;0
U001549;5/12/2025;DE;Android;Referral;P01;;0
U001550;30/8/2025;DE;Web;Referral;P01;9/9/2025;1
U001551;8/11/2025;PT;Android;Paid Search;P01;8/11/2025;1
U001552;23/3/2025;DE;Android;Paid Search;P02;28/3/2025;1
U001553;20/6/2025;IT;Android;Paid Social;P01;;0
U001554;27/12/2025;ES;Android;Referral;P01;5/1/2026;1
U001555;31/8/2025;IE;iOS;Organic;P01;2/9/2025;1
U001556;9/1/2025;ES;Android;Paid Search;P02;14/1/2025;1
U001557;23/9/2025;FR;Android;Organic;P01;;0
U001558;24/9/2025;NL;Android;Organic;P01;3/10/2025;1
U001559;18/10/2025;ES;iOS;Referral;P01;22/10/2025;1
U001560;26/12/2025;ES;iOS;Organic;P01;31/12/2025;1
U001561;25/8/2025;FR;iOS;Referral;P02;26/8/2025;1
U001562;25/11/2025;FR;Android;Paid Search;P01;26/11/2025;1
U001563;27/12/2025;BE;Android;Paid Social;P02;10/1/2026;1
U001564;2/1/2025;NL;Android;Partnership;P02;11/1/2025;1
U001565;12/4/2025;FR;iOS;Referral;P02;20/4/2025;1
U001566;5/8/2025;IE;iOS;Referral;P01;;0
U001567;8/2/2025;DE;Android;Organic;P02;12/2/2025;1
U001568;6/11/2025;NL;iOS;Paid Search;P01;6/11/2025;1
U001569;17/3/2025;ES;iOS;Referral;P01;19/3/2025;1
U001570;29/6/2025;FR;iOS;Referral;P01;3/7/2025;1
U001571;29/12/2025;ES;Android;Referral;P01;;0
U001572;7/11/2025;ES;Android;Referral;P01;11/11/2025;1
U001573;19/8/2025;IT;iOS;Organic;P01;20/8/2025;1
U001574;2/10/2025;ES;iOS;Organic;P01;2/10/2025;1
U001575;9/4/2025;DE;Web;Partnership;P01;15/4/2025;1
U001576;25/1/2025;IT;Android;Paid Social;P01;;0
U001577;30/5/2025;ES;Android;Referral;P02;13/6/2025;1
U001578;15/10/2025;FR;iOS;Paid Social;P01;;0
U001579;16/2/2025;IT;iOS;Partnership;P01;19/2/2025;1
U001580;10/1/2025;NL;Android;Referral;P01;25/1/2025;1
U001581;11/7/2025;ES;Android;Organic;P01;;0
U001582;24/8/2025;IE;Android;Referral;P02;31/8/2025;1
U001583;2/10/2025;NL;Android;Organic;P01;3/10/2025;1
U001584;24/10/2025;DE;iOS;Paid Search;P02;24/10/2025;1
U001585;20/9/2025;FR;Android;Referral;P02;21/9/2025;1
U001586;16/9/2025;IT;iOS;Organic;P02;22/9/2025;1
U001587;14/4/2025;PT;iOS;Organic;P01;19/4/2025;1
U001588;16/10/2025;ES;Android;Paid Social;P01;19/10/2025;1
U001589;9/7/2025;IE;Android;Partnership;P03;18/7/2025;1
U001590;5/12/2025;BE;Android;Organic;P02;7/12/2025;1
U001591;24/6/2025;FR;Android;Paid Social;P02;25/6/2025;1
U001592;25/4/2025;IT;Android;Paid Search;P02;;0
U001593;28/9/2025;DE;Android;Paid Search;P02;1/10/2025;1
U001594;1/2/2025;IT;iOS;Referral;P02;;0
U001595;11/5/2025;PT;Android;Paid Social;P01;13/5/2025;1
U001596;21/9/2025;ES;Android;Referral;P01;25/9/2025;1
U001597;7/8/2025;ES;Android;Referral;P01;;0
U001598;29/11/2025;FR;Android;Partnership;P02;29/11/2025;1
U001599;5/1/2025;BE;Android;Referral;P01;13/1/2025;1
U001600;31/3/2025;FR;iOS;Organic;P01;7/4/2025;1
U001601;23/12/2025;NL;iOS;Referral;P03;;0
U001602;15/12/2025;FR;Android;Paid Social;P01;30/12/2025;1
U001603;27/6/2025;ES;iOS;Organic;P01;;0
U001604;14/3/2025;BE;Android;Paid Social;P01;17/3/2025;1
U001605;28/11/2025;DE;iOS;Referral;P01;13/12/2025;1
U001606;24/8/2025;FR;iOS;Organic;P01;;0
U001607;20/7/2025;ES;Android;Paid Search;P01;;0
U001608;4/12/2025;ES;iOS;Paid Search;P03;8/12/2025;1
U001609;4/10/2025;ES;Android;Paid Search;P01;15/10/2025;1
U001610;18/2/2025;FR;iOS;Referral;P01;27/2/2025;1
U001611;22/2/2025;DE;Android;Organic;P01;;0
U001612;11/4/2025;ES;Android;Referral;P02;21/4/2025;1
U001613;5/12/2025;ES;Android;Referral;P01;11/12/2025;1
U001614;7/9/2025;ES;iOS;Paid Search;P01;;0
U001615;6/6/2025;FR;iOS;Paid Search;P01;8/6/2025;1
U001616;9/4/2025;IE;Android;Organic;P03;;0
U001617;2/8/2025;FR;Web;Organic;P01;;0
U001618;29/3/2025;ES;Android;Paid Search;P01;7/4/2025;1
U001619;7/8/2025;DE;Android;Organic;P02;;0
U001620;5/3/2025;BE;Android;Referral;P01;;0
U001621;10/4/2025;PT;Android;Paid Social;P02;18/4/2025;1
U001622;7/12/2025;NL;Android;Organic;P01;8/12/2025;1
U001623;24/10/2025;BE;Android;Paid Search;P01;29/10/2025;1
U001624;13/8/2025;DE;Android;Referral;P01;14/8/2025;1
U001625;15/5/2025;IE;Android;Organic;P01;;0
U001626;5/2/2025;ES;Android;Paid Social;P02;7/2/2025;1
U001627;26/3/2025;NL;iOS;Organic;P01;;0
U001628;17/10/2025;NL;iOS;Partnership;P02;21/10/2025;1
U001629;3/7/2025;BE;Web;Paid Search;P02;3/7/2025;1
U001630;6/1/2025;FR;Android;Paid Search;P01;;0
U001631;12/11/2025;PT;iOS;Paid Social;P02;13/11/2025;1
U001632;25/3/2025;ES;Android;Paid Search;P02;;0
U001633;6/1/2025;DE;Android;Paid Social;P01;7/1/2025;1
U001634;21/2/2025;FR;Android;Organic;P01;;0
U001635;17/8/2025;DE;Android;Organic;P02;;0
U001636;16/9/2025;IT;iOS;Organic;P01;17/9/2025;1
U001637;6/3/2025;FR;Android;Paid Social;P01;9/3/2025;1
U001638;27/12/2025;ES;iOS;Referral;P01;;0
U001639;7/5/2025;FR;Android;Organic;P03;;0
U001640;6/8/2025;DE;iOS;Referral;P02;9/8/2025;1
U001641;15/10/2025;IT;Android;Referral;P02;22/10/2025;1
U001642;1/10/2025;IT;Android;Organic;P02;;0
U001643;19/12/2025;ES;Android;Organic;P01;25/12/2025;1
U001644;1/4/2025;PT;Android;Paid Search;P03;3/4/2025;1
U001645;2/11/2025;IT;Android;Organic;P01;9/11/2025;1
U001646;18/12/2025;ES;Android;Referral;P02;20/12/2025;1
U001647;13/3/2025;FR;iOS;Paid Search;P01;24/3/2025;1
U001648;5/2/2025;FR;iOS;Paid Search;P01;;0
U001649;1/2/2025;FR;Android;Paid Social;P01;;0
U001650;3/3/2025;ES;iOS;Organic;P01;;0
U001651;28/9/2025;ES;Android;Referral;P01;6/10/2025;1
U001652;6/12/2025;ES;iOS;Paid Social;P01;8/12/2025;1
U001653;27/8/2025;ES;Android;Organic;P01;;0
U001654;25/11/2025;ES;iOS;Paid Search;P02;;0
U001655;16/12/2025;PT;Android;Organic;P01;20/12/2025;1
U001656;9/8/2025;DE;iOS;Partnership;P01;11/8/2025;1
U001657;18/2/2025;FR;Android;Paid Search;P01;22/2/2025;1
U001658;28/8/2025;DE;iOS;Referral;P02;;0
U001659;26/11/2025;DE;Android;Partnership;P02;;0
U001660;9/1/2025;ES;iOS;Paid Search;P03;11/1/2025;1
U001661;29/8/2025;ES;Android;Paid Social;P01;31/8/2025;1
U001662;8/1/2025;ES;Android;Paid Social;P01;;0
U001663;4/11/2025;DE;Web;Organic;P02;9/11/2025;1
U001664;28/11/2025;FR;Android;Partnership;P02;1/12/2025;1
U001665;10/6/2025;FR;Android;Paid Search;P01;13/6/2025;1
U001666;29/9/2025;DE;Android;Referral;P03;3/10/2025;1
U001667;12/12/2025;IE;iOS;Paid Social;P01;17/12/2025;1
U001668;12/6/2025;ES;Android;Organic;P01;13/6/2025;1
U001669;22/5/2025;DE;iOS;Paid Search;P01;31/5/2025;1
U001670;4/4/2025;FR;Android;Organic;P02;16/4/2025;1
U001671;16/4/2025;IT;iOS;Organic;P02;17/4/2025;1
U001672;29/10/2025;IT;Android;Paid Social;P01;2/11/2025;1
U001673;4/3/2025;IT;Android;Organic;P01;6/3/2025;1
U001674;23/12/2025;ES;Android;Partnership;P01;27/12/2025;1
U001675;22/8/2025;FR;iOS;Paid Search;P01;24/8/2025;1
U001676;11/1/2025;PT;Android;Paid Search;P02;26/1/2025;1
U001677;25/12/2025;FR;Android;Organic;P01;27/12/2025;1
U001678;29/10/2025;IE;iOS;Organic;P02;4/11/2025;1
U001679;31/7/2025;FR;iOS;Paid Social;P02;1/8/2025;1
U001680;11/11/2025;FR;Web;Organic;P01;15/11/2025;1
U001681;5/12/2025;FR;Android;Paid Social;P01;7/12/2025;1
U001682;8/9/2025;FR;iOS;Paid Social;P02;8/9/2025;1
U001683;1/2/2025;NL;Android;Organic;P01;5/2/2025;1
U001684;24/10/2025;ES;iOS;Paid Search;P01;2/11/2025;1
U001685;3/1/2025;DE;Web;Organic;P02;;0
U001686;25/8/2025;DE;Android;Organic;P01;25/8/2025;1
U001687;21/11/2025;NL;iOS;Referral;P02;27/11/2025;1
U001688;8/12/2025;DE;iOS;Organic;P01;14/12/2025;1
U001689;1/4/2025;IE;Android;Organic;P01;6/4/2025;1
U001690;10/1/2025;NL;iOS;Paid Search;P01;10/1/2025;1
U001691;27/3/2025;FR;Android;Paid Search;P01;29/3/2025;1
U001692;20/3/2025;NL;Android;Partnership;P01;27/3/2025;1
U001693;24/8/2025;IE;Android;Referral;P01;26/8/2025;1
U001694;20/1/2025;ES;Android;Referral;P02;26/1/2025;1
U001695;5/11/2025;DE;iOS;Paid Search;P01;7/11/2025;1
U001696;8/6/2025;ES;iOS;Paid Search;P02;;0
U001697;21/1/2025;DE;Android;Organic;P01;29/1/2025;1
U001698;15/11/2025;ES;Android;Referral;P02;;0
U001699;14/12/2025;IT;iOS;Paid Search;P01;;0
U001700;11/10/2025;FR;Android;Organic;P01;;0
U001701;17/12/2025;DE;Android;Paid Social;P01;;0
U001702;29/12/2025;ES;Android;Referral;P01;;0
U001703;11/10/2025;IT;Android;Paid Search;P03;14/10/2025;1
U001704;7/12/2025;FR;iOS;Organic;P01;8/12/2025;1
U001705;28/12/2025;DE;iOS;Partnership;P01;2/1/2026;1
U001706;1/4/2025;ES;Android;Organic;P01;12/4/2025;1
U001707;15/12/2025;ES;iOS;Partnership;P01;28/12/2025;1
U001708;14/6/2025;FR;Android;Paid Search;P02;14/6/2025;1
U001709;27/5/2025;BE;Web;Partnership;P01;31/5/2025;1
U001710;11/2/2025;ES;iOS;Partnership;P02;16/2/2025;1
U001711;20/5/2025;IT;Android;Paid Search;P01;23/5/2025;1
U001712;8/8/2025;ES;iOS;Referral;P03;;0
U001713;20/8/2025;IT;iOS;Organic;P01;;0
U001714;15/2/2025;ES;Web;Organic;P03;;0
U001715;8/7/2025;FR;Web;Paid Search;P01;;0
U001716;6/12/2025;FR;iOS;Paid Social;P03;7/12/2025;1
U001717;25/11/2025;ES;Web;Organic;P01;;0
U001718;22/7/2025;FR;iOS;Paid Search;P01;25/7/2025;1
U001719;14/12/2025;FR;Web;Partnership;P02;17/12/2025;1
U001720;8/8/2025;DE;Android;Referral;P01;19/8/2025;1
U001721;8/9/2025;IE;iOS;Organic;P01;9/9/2025;1
U001722;19/1/2025;FR;Android;Paid Search;P01;20/1/2025;1
U001723;18/3/2025;BE;Android;Organic;P02;25/3/2025;1
U001724;1/7/2025;FR;iOS;Organic;P01;13/7/2025;1
U001725;27/4/2025;ES;iOS;Partnership;P01;3/5/2025;1
U001726;17/5/2025;ES;Android;Partnership;P02;19/5/2025;1
U001727;7/5/2025;FR;iOS;Organic;P01;;0
U001728;18/9/2025;FR;iOS;Organic;P01;26/9/2025;1
U001729;31/1/2025;NL;iOS;Paid Search;P01;8/2/2025;1
U001730;7/11/2025;IT;Android;Paid Search;P01;8/11/2025;1
U001731;24/10/2025;DE;iOS;Organic;P01;28/10/2025;1
U001732;7/1/2025;FR;Android;Organic;P01;;0
U001733;25/8/2025;FR;iOS;Paid Search;P01;28/8/2025;1
U001734;18/11/2025;DE;iOS;Organic;P01;;0
U001735;2/10/2025;ES;Android;Referral;P02;11/10/2025;1
U001736;9/6/2025;ES;iOS;Referral;P01;;0
U001737;22/2/2025;ES;Android;Paid Search;P01;6/3/2025;1
U001738;15/7/2025;ES;iOS;Paid Search;P02;15/7/2025;1
U001739;25/3/2025;IT;Android;Referral;P01;;0
U001740;20/11/2025;ES;iOS;Organic;P02;21/11/2025;1
U001741;10/12/2025;ES;Android;Referral;P01;;0
U001742;2/9/2025;BE;iOS;Organic;P01;4/9/2025;1
U001743;28/9/2025;IE;Android;Partnership;P01;30/9/2025;1
U001744;17/5/2025;FR;iOS;Organic;P01;26/5/2025;1
U001745;13/7/2025;FR;iOS;Referral;P01;;0
U001746;24/4/2025;PT;Android;Organic;P01;24/4/2025;1
U001747;24/4/2025;ES;iOS;Referral;P01;;0
U001748;24/7/2025;FR;Android;Paid Social;P01;27/7/2025;1
U001749;25/7/2025;ES;Android;Organic;P01;27/7/2025;1
U001750;20/7/2025;FR;Android;Referral;P02;25/7/2025;1
U001751;17/3/2025;IE;Android;Organic;P02;23/3/2025;1
U001752;23/3/2025;IT;Web;Paid Search;P01;31/3/2025;1
U001753;2/6/2025;IE;Android;Organic;P02;;0
U001754;13/2/2025;IT;iOS;Referral;P02;19/2/2025;1
U001755;18/8/2025;DE;Android;Referral;P01;1/9/2025;1
U001756;26/4/2025;IT;iOS;Paid Search;P01;;0
U001757;8/7/2025;DE;iOS;Referral;P01;14/7/2025;1
U001758;4/5/2025;FR;iOS;Partnership;P01;13/5/2025;1
U001759;7/4/2025;ES;iOS;Paid Social;P01;;0
U001760;14/2/2025;DE;iOS;Organic;P01;24/2/2025;1
U001761;5/1/2025;ES;iOS;Paid Search;P01;5/1/2025;1
U001762;21/2/2025;FR;Android;Organic;P01;24/2/2025;1
U001763;15/4/2025;ES;Android;Paid Search;P02;;0
U001764;5/9/2025;DE;Web;Organic;P01;;0
U001765;1/10/2025;ES;iOS;Referral;P01;1/10/2025;1
U001766;14/11/2025;ES;iOS;Paid Social;P03;21/11/2025;1
U001767;1/1/2025;FR;Android;Paid Social;P01;7/1/2025;1
U001768;30/7/2025;ES;iOS;Organic;P01;31/7/2025;1
U001769;23/12/2025;IE;iOS;Organic;P01;5/1/2026;1
U001770;27/1/2025;FR;Android;Referral;P01;1/2/2025;1
U001771;21/2/2025;FR;Android;Paid Search;P01;22/2/2025;1
U001772;24/6/2025;ES;iOS;Partnership;P02;28/6/2025;1
U001773;21/7/2025;NL;Android;Paid Search;P01;24/7/2025;1
U001774;8/1/2025;DE;Android;Organic;P01;;0
U001775;17/9/2025;FR;Android;Paid Social;P01;20/9/2025;1
U001776;19/6/2025;ES;iOS;Paid Social;P02;21/6/2025;1
U001777;18/3/2025;IT;Android;Organic;P01;23/3/2025;1
U001778;11/9/2025;BE;Android;Paid Social;P01;14/9/2025;1
U001779;2/1/2025;FR;iOS;Organic;P01;;0
U001780;1/1/2025;ES;Android;Organic;P01;;0
U001781;4/12/2025;ES;Android;Organic;P01;6/12/2025;1
U001782;16/8/2025;ES;iOS;Paid Social;P02;24/8/2025;1
U001783;10/2/2025;IT;Android;Referral;P01;11/2/2025;1
U001784;9/4/2025;IE;Android;Organic;P01;11/4/2025;1
U001785;8/11/2025;IE;Android;Referral;P02;20/11/2025;1
U001786;4/8/2025;PT;iOS;Referral;P02;;0
U001787;18/9/2025;ES;Android;Paid Search;P01;;0
U001788;3/8/2025;IE;iOS;Organic;P01;11/8/2025;1
U001789;16/11/2025;FR;Android;Organic;P01;;0
U001790;29/5/2025;FR;Android;Organic;P01;30/5/2025;1
U001791;29/3/2025;IT;Android;Partnership;P02;1/4/2025;1
U001792;15/6/2025;ES;Android;Referral;P01;22/6/2025;1
U001793;14/3/2025;PT;iOS;Organic;P01;21/3/2025;1
U001794;22/9/2025;IE;iOS;Paid Search;P01;24/9/2025;1
U001795;13/8/2025;PT;Android;Organic;P01;13/8/2025;1
U001796;12/5/2025;PT;iOS;Organic;P01;17/5/2025;1
U001797;12/5/2025;FR;Android;Organic;P01;;0
U001798;3/3/2025;ES;Android;Organic;P01;8/3/2025;1
U001799;24/5/2025;PT;Android;Organic;P01;1/6/2025;1
U001800;7/9/2025;DE;iOS;Organic;P03;;0
U001801;24/8/2025;BE;Android;Paid Search;P01;;0
U001802;23/4/2025;ES;iOS;Paid Search;P01;30/4/2025;1
U001803;5/3/2025;ES;Android;Paid Search;P02;14/3/2025;1
U001804;19/10/2025;FR;Android;Paid Search;P01;24/10/2025;1
U001805;19/12/2025;IT;Android;Paid Search;P01;21/12/2025;1
U001806;21/7/2025;PT;Android;Paid Search;P01;28/7/2025;1
U001807;25/5/2025;IE;iOS;Partnership;P01;25/5/2025;1
U001808;31/8/2025;ES;Android;Organic;P01;3/9/2025;1
U001809;17/7/2025;FR;Android;Paid Social;P01;17/7/2025;1
U001810;24/12/2025;ES;iOS;Organic;P01;1/1/2026;1
