transaction_id;user_id;transaction_date;tx_type;merchant_category;amount_eur;fee_amount_eur;is_revenue_tx
T00004251;U000401;19/11/2025;Card Payment;Online Retail;15,18;0,15;1
T00004252;U000401;29/11/2025;Card Payment;Groceries;39,27;0,39;1
T00004253;U000401;1/12/2025;Card Payment;Travel;8,62;0,09;1
T00004254;U000401;26/12/2025;Card Payment;Entertainment;42,64;0,43;1
T00004255;U000401;30/12/2025;Cash Withdrawal;ATM;60;1;1
T00004256;U000401;24/12/2025;Card Payment;Groceries;21,12;0,21;1
T00004257;U000401;6/12/2025;Card Payment;Entertainment;122,27;1,22;1
T00004258;U000402;31/5/2025;Bank Transfer;Transfer;27,43;0;0
T00004259;U000402;20/5/2025;Card Payment;Groceries;19,26;0,19;1
T00004260;U000402;24/5/2025;Card Payment;Fuel;79,71;0,8;1
T00004261;U000402;9/5/2025;Card Payment;Fuel;43,78;0,44;1
T00004262;U000402;19/5/2025;Card Payment;Dining;31,93;0,32;1
T00004263;U000402;4/5/2025;Card Payment;Groceries;42,46;0,42;1
T00004264;U000402;29/5/2025;Bank Transfer;Transfer;110,37;0,44;1
T00004265;U000402;22/6/2025;Card Payment;Transport;48,06;0,48;1
T00004266;U000402;3/6/2025;Card Payment;Groceries;264,07;2,64;1
T00004267;U000402;16/6/2025;Bank Transfer;Transfer;366,2;1,46;1
T00004268;U000402;9/6/2025;Card Payment;Online Retail;36,38;0,36;1
T00004269;U000402;11/6/2025;Card Payment;Entertainment;10,65;0,11;1
T00004270;U000402;22/7/2025;Bank Transfer;Transfer;21,48;0;0
T00004271;U000402;25/7/2025;Cash Withdrawal;ATM;150;0;0
T00004272;U000402;7/7/2025;Bank Transfer;Transfer;23,41;0,09;1
T00004273;U000402;2/7/2025;Bank Transfer;Transfer;15,83;0,06;1
T00004274;U000402;14/7/2025;Card Payment;Dining;27,75;0,28;1
T00004275;U000402;13/7/2025;Card Payment;Entertainment;9,27;0,09;1
T00004276;U000402;18/7/2025;Card Payment;Dining;26,28;0,26;1
T00004277;U000402;2/8/2025;Bank Transfer;Transfer;45,55;0,18;1
T00004278;U000402;15/8/2025;Card Payment;Transport;14,83;0,15;1
T00004279;U000402;9/8/2025;Card Payment;Online Retail;59,46;0,59;1
T00004280;U000402;7/8/2025;Card Payment;Groceries;26,69;0,27;1
T00004281;U000402;9/8/2025;Card Payment;Travel;26,25;0,26;1
T00004282;U000402;16/8/2025;Card Payment;Transport;74,31;0,74;1
T00004283;U000402;26/8/2025;Card Payment;Groceries;44,35;0,44;1
T00004284;U000402;4/8/2025;Card Payment;Online Retail;12,34;0,12;1
T00004285;U000402;18/8/2025;Card Payment;Transport;15,76;0,16;1
T00004286;U000402;13/8/2025;Bank Transfer;Transfer;406,94;0;0
T00004287;U000402;4/9/2025;Card Payment;Transport;47,56;0,48;1
T00004288;U000402;24/9/2025;Card Payment;Transport;56,55;0,57;1
T00004289;U000402;6/9/2025;Card Payment;Fuel;40,23;0,4;1
T00004290;U000402;12/9/2025;Card Payment;Dining;56,55;0,57;1
T00004291;U000402;10/10/2025;Card Payment;Online Retail;13,88;0,14;1
T00004292;U000402;28/10/2025;Card Payment;Online Retail;11,74;0,12;1
T00004293;U000402;19/10/2025;Bank Transfer;Transfer;18,78;0;0
T00004294;U000402;3/10/2025;Bank Transfer;Transfer;72,63;0;0
T00004295;U000402;2/10/2025;Card Payment;Groceries;23,61;0,24;1
T00004296;U000402;8/10/2025;Card Payment;Utilities;61,75;0,62;1
T00004297;U000402;24/10/2025;Cash Withdrawal;ATM;60;0;0
T00004298;U000402;5/11/2025;Card Payment;Online Retail;36,82;0,37;1
T00004299;U000402;23/11/2025;Card Payment;Fuel;35,45;0,35;1
T00004300;U000402;5/11/2025;Card Payment;Transport;29,39;0,29;1
T00004301;U000402;7/11/2025;Card Payment;Groceries;26,76;0,27;1
T00004302;U000402;27/11/2025;Card Payment;Groceries;56,68;0,57;1
T00004303;U000402;3/11/2025;Card Payment;Groceries;9,18;0,09;1
T00004304;U000403;3/9/2025;Card Payment;Dining;27,9;0,28;1
T00004305;U000403;23/10/2025;Card Payment;Dining;25,03;0,25;1
T00004306;U000403;24/10/2025;Card Payment;Dining;15,92;0,16;1
T00004307;U000403;29/11/2025;Card Payment;Entertainment;12,11;0,12;1
T00004308;U000403;3/12/2025;Card Payment;Online Retail;37,31;0,37;1
T00004309;U000403;17/12/2025;Card Payment;Transport;38,4;0,38;1
T00004310;U000404;27/3/2025;Card Payment;Dining;28,11;0,28;1
T00004311;U000404;27/3/2025;Bank Transfer;Transfer;53,88;0,22;1
T00004312;U000404;28/3/2025;Card Payment;Dining;91,16;0,91;1
T00004313;U000404;26/3/2025;Bank Transfer;Transfer;58,28;0;0
T00004314;U000404;18/4/2025;Bank Transfer;Transfer;29,53;0,12;1
T00004315;U000404;1/4/2025;Bank Transfer;Transfer;19,98;0,08;1
T00004316;U000404;8/4/2025;Card Payment;Utilities;72,63;0,73;1
T00004317;U000404;10/5/2025;Card Payment;Fuel;15,91;0,16;1
T00004318;U000404;16/5/2025;Card Payment;Groceries;41,36;0,41;1
T00004319;U000404;29/5/2025;Bank Transfer;Transfer;33,63;0,13;1
T00004320;U000404;28/5/2025;Card Payment;Travel;11,04;0,11;1
T00004321;U000404;18/5/2025;Card Payment;Transport;17,64;0,18;1
T00004322;U000404;8/5/2025;Card Payment;Entertainment;22,69;0,23;1
T00004323;U000404;9/5/2025;Bank Transfer;Transfer;21,41;0;0
T00004324;U000404;3/5/2025;Bank Transfer;Transfer;41,19;0,16;1
T00004325;U000404;18/6/2025;Card Payment;Utilities;42,65;0,43;1
T00004326;U000404;11/6/2025;Cash Withdrawal;ATM;200;0;0
T00004327;U000404;11/6/2025;Cash Withdrawal;ATM;60;1;1
T00004328;U000404;27/6/2025;Bank Transfer;Transfer;33,26;0,13;1
T00004329;U000404;15/6/2025;Bank Transfer;Transfer;74,5;0;0
T00004330;U000404;12/6/2025;Card Payment;Travel;5,32;0,05;1
T00004331;U000404;24/6/2025;Bank Transfer;Transfer;46,26;0;0
T00004332;U000404;23/7/2025;Card Payment;Online Retail;69,02;0,69;1
T00004333;U000404;2/7/2025;Card Payment;Travel;90,01;0,9;1
T00004334;U000404;2/7/2025;Bank Transfer;Transfer;47,37;0,19;1
T00004335;U000404;14/7/2025;Card Payment;Fuel;29,41;0,29;1
T00004336;U000404;1/8/2025;Bank Transfer;Transfer;45,01;0,18;1
T00004337;U000404;9/8/2025;Card Payment;Groceries;20,91;0,21;1
T00004338;U000404;12/8/2025;Card Payment;Groceries;38,86;0,39;1
T00004339;U000404;30/8/2025;Card Payment;Utilities;31,99;0,32;1
T00004340;U000404;18/9/2025;Bank Transfer;Transfer;40,75;0;0
T00004341;U000404;3/9/2025;Bank Transfer;Transfer;65,98;0;0
T00004342;U000404;21/9/2025;Card Payment;Travel;20,67;0,21;1
T00004343;U000404;18/9/2025;Bank Transfer;Transfer;72,4;0;0
T00004344;U000404;2/9/2025;Card Payment;Online Retail;32,1;0,32;1
T00004345;U000404;26/9/2025;Card Payment;Online Retail;34,65;0,35;1
T00004346;U000404;4/10/2025;Card Payment;Utilities;10,91;0,11;1
T00004347;U000404;24/10/2025;Card Payment;Travel;55,74;0,56;1
T00004348;U000404;5/10/2025;Bank Transfer;Transfer;60,59;0,24;1
T00004349;U000404;13/10/2025;Card Payment;Online Retail;59,98;0,6;1
T00004350;U000407;25/6/2025;Card Payment;Travel;17,34;0,17;1
T00004351;U000407;13/7/2025;Card Payment;Online Retail;37,61;0,38;1
T00004352;U000407;13/7/2025;Bank Transfer;Transfer;47,66;0,19;1
T00004353;U000407;3/7/2025;Card Payment;Utilities;32,13;0,32;1
T00004354;U000407;9/8/2025;Card Payment;Online Retail;27,98;0,28;1
T00004355;U000407;19/8/2025;Card Payment;Transport;35,83;0,36;1
T00004356;U000407;11/8/2025;Card Payment;Online Retail;40,03;0,4;1
T00004357;U000407;29/8/2025;Card Payment;Dining;27,31;0,27;1
T00004358;U000407;15/9/2025;Card Payment;Fuel;53,59;0,54;1
T00004359;U000407;2/10/2025;Card Payment;Dining;52,67;0,53;1
T00004360;U000407;26/10/2025;Card Payment;Transport;28,72;0,29;1
T00004361;U000407;2/11/2025;Card Payment;Entertainment;23,75;0,24;1
T00004362;U000407;14/11/2025;Card Payment;Utilities;24,02;0,24;1
T00004363;U000407;24/11/2025;Card Payment;Groceries;34,35;0,34;1
T00004364;U000407;19/11/2025;Cash Withdrawal;ATM;40;0;0
T00004365;U000408;25/11/2025;Card Payment;Online Retail;28,13;0,28;1
T00004366;U000408;18/11/2025;Card Payment;Fuel;154,45;1,54;1
T00004367;U000408;21/11/2025;Card Payment;Travel;57,9;0,58;1
T00004368;U000408;27/11/2025;Bank Transfer;Transfer;119,81;0,48;1
T00004369;U000408;21/12/2025;Bank Transfer;Transfer;18,3;0,07;1
T00004370;U000408;26/12/2025;Card Payment;Online Retail;37,66;0,38;1
T00004371;U000408;22/12/2025;Cash Withdrawal;ATM;60;0;0
T00004372;U000408;12/12/2025;Card Payment;Dining;34,73;0,35;1
T00004373;U000408;4/12/2025;Card Payment;Fuel;27,65;0,28;1
T00004374;U000408;15/12/2025;Card Payment;Groceries;62,45;0,62;1
T00004375;U000408;31/12/2025;Card Payment;Online Retail;42,24;0,42;1
T00004376;U000408;10/12/2025;Card Payment;Entertainment;12,56;0,13;1
T00004377;U000408;5/12/2025;Card Payment;Groceries;50,54;0,51;1
T00004378;U000408;26/12/2025;Card Payment;Entertainment;20,15;0,2;1
T00004379;U000408;27/12/2025;Card Payment;Groceries;23,02;0,23;1
T00004380;U000408;25/12/2025;Card Payment;Transport;26,76;0,27;1
T00004381;U000408;15/12/2025;Card Payment;Travel;22,96;0,23;1
T00004382;U000410;12/9/2025;Card Payment;Dining;24;0,19;1
T00004383;U000410;14/9/2025;Card Payment;Groceries;13,36;0,11;1
T00004384;U000410;22/9/2025;Card Payment;Travel;13,59;0,11;1
T00004385;U000410;27/9/2025;Card Payment;Fuel;59,15;0,47;1
T00004386;U000410;27/9/2025;Card Payment;Online Retail;21,54;0,17;1
T00004387;U000410;25/9/2025;Card Payment;Utilities;56,86;0,45;1
T00004388;U000410;13/11/2025;Card Payment;Fuel;24,06;0,19;1
T00004389;U000410;12/11/2025;Card Payment;Entertainment;72,38;0,58;1
T00004390;U000410;27/11/2025;Bank Transfer;Transfer;14,56;0,04;1
T00004391;U000410;25/11/2025;Bank Transfer;Transfer;115,09;0,35;1
T00004392;U000410;22/11/2025;Bank Transfer;Transfer;92,81;0,28;1
T00004393;U000410;8/11/2025;Bank Transfer;Transfer;32,86;0,1;1
T00004394;U000410;5/12/2025;Bank Transfer;Transfer;36,98;0,11;1
T00004395;U000410;22/12/2025;Bank Transfer;Transfer;29,67;0,09;1
T00004396;U000410;8/12/2025;Card Payment;Travel;8,81;0,07;1
T00004397;U000413;7/11/2025;Card Payment;Online Retail;56,2;0,56;1
T00004398;U000413;16/11/2025;Card Payment;Dining;19,13;0,19;1
T00004399;U000413;12/11/2025;Card Payment;Travel;46,25;0,46;1
T00004400;U000413;7/11/2025;Card Payment;Entertainment;16,24;0,16;1
T00004401;U000413;28/11/2025;Card Payment;Entertainment;61,61;0,62;1
T00004402;U000413;14/11/2025;Bank Transfer;Transfer;19,21;0,08;1
T00004403;U000413;30/11/2025;Card Payment;Online Retail;78,39;0,78;1
T00004404;U000413;6/11/2025;Card Payment;Utilities;57,92;0,58;1
T00004405;U000413;17/11/2025;Card Payment;Fuel;29,88;0,3;1
T00004406;U000413;13/11/2025;Card Payment;Fuel;30,3;0,3;1
T00004407;U000413;6/11/2025;Card Payment;Groceries;93,11;0,93;1
T00004408;U000413;19/12/2025;Card Payment;Travel;35,11;0,35;1
T00004409;U000413;5/12/2025;Card Payment;Fuel;33,39;0,33;1
T00004410;U000413;13/12/2025;Card Payment;Entertainment;35,47;0,35;1
T00004411;U000413;22/12/2025;Card Payment;Transport;34,99;0,35;1
T00004412;U000413;15/12/2025;Card Payment;Utilities;44,4;0,44;1
T00004413;U000413;18/12/2025;Card Payment;Transport;48,69;0,49;1
T00004414;U000413;15/12/2025;Card Payment;Groceries;50,24;0,5;1
T00004415;U000413;13/12/2025;Card Payment;Utilities;40,01;0,4;1
T00004416;U000413;23/12/2025;Card Payment;Dining;37,57;0,38;1
T00004417;U000413;18/12/2025;Bank Transfer;Transfer;124,59;0,5;1
T00004418;U000413;9/12/2025;Card Payment;Online Retail;18,13;0,18;1
T00004419;U000413;26/12/2025;Card Payment;Groceries;46,65;0,47;1
T00004420;U000413;24/12/2025;Card Payment;Dining;27,81;0,28;1
T00004421;U000413;3/12/2025;Card Payment;Transport;20,64;0,21;1
T00004422;U000413;20/12/2025;Bank Transfer;Transfer;31,23;0;0
T00004423;U000413;16/12/2025;Cash Withdrawal;ATM;20;0;0
T00004424;U000414;25/9/2025;Cash Withdrawal;ATM;150;0;0
T00004425;U000414;9/9/2025;Card Payment;Dining;55,75;0,56;1
T00004426;U000414;13/9/2025;Card Payment;Online Retail;54,67;0,55;1
T00004427;U000414;28/9/2025;Card Payment;Groceries;28,43;0,28;1
T00004428;U000414;28/9/2025;Cash Withdrawal;ATM;60;0;0
T00004429;U000414;11/10/2025;Card Payment;Travel;14,77;0,15;1
T00004430;U000414;9/10/2025;Card Payment;Groceries;62,87;0,63;1
T00004431;U000414;23/10/2025;Card Payment;Online Retail;13,72;0,14;1
T00004432;U000414;28/10/2025;Card Payment;Dining;11,13;0,11;1
T00004433;U000414;8/10/2025;Card Payment;Groceries;58,64;0,59;1
T00004434;U000414;23/10/2025;Card Payment;Travel;55,08;0,55;1
T00004435;U000414;13/11/2025;Card Payment;Groceries;33,26;0,33;1
T00004436;U000414;18/11/2025;Card Payment;Utilities;52,28;0,52;1
T00004437;U000414;17/11/2025;Card Payment;Travel;39,55;0,4;1
T00004438;U000414;28/11/2025;Card Payment;Online Retail;14,38;0,14;1
T00004439;U000414;15/11/2025;Card Payment;Groceries;15,12;0,15;1
T00004440;U000414;13/11/2025;Card Payment;Transport;37,65;0,38;1
T00004441;U000414;6/12/2025;Bank Transfer;Transfer;75,76;0;0
T00004442;U000414;5/12/2025;Card Payment;Dining;24,33;0,24;1
T00004443;U000414;17/12/2025;Card Payment;Groceries;79,72;0,8;1
T00004444;U000414;5/12/2025;Card Payment;Travel;15,92;0,16;1
T00004445;U000414;6/12/2025;Cash Withdrawal;ATM;40;0;0
T00004446;U000415;26/5/2025;Card Payment;Online Retail;7,27;0,06;1
T00004447;U000415;17/5/2025;Bank Transfer;Transfer;35,89;0,11;1
T00004448;U000415;26/5/2025;Card Payment;Entertainment;27,21;0,22;1
T00004449;U000421;18/12/2025;Card Payment;Entertainment;49,54;0,4;1
T00004450;U000422;29/1/2025;Card Payment;Dining;22,49;0,22;1
T00004451;U000422;25/1/2025;Card Payment;Entertainment;56,7;0,57;1
T00004452;U000422;26/1/2025;Card Payment;Groceries;12,59;0,13;1
T00004453;U000422;31/1/2025;Card Payment;Dining;22,65;0,23;1
T00004454;U000422;24/1/2025;Card Payment;Groceries;64,99;0,65;1
T00004455;U000422;27/1/2025;Card Payment;Fuel;14,41;0,14;1
T00004456;U000422;27/2/2025;Card Payment;Groceries;25,51;0,26;1
T00004457;U000422;15/2/2025;Card Payment;Fuel;34,86;0,35;1
T00004458;U000422;27/2/2025;Card Payment;Utilities;18,07;0,18;1
T00004459;U000422;16/2/2025;Card Payment;Online Retail;13,95;0,14;1
T00004460;U000422;28/2/2025;Card Payment;Fuel;12,19;0,12;1
T00004461;U000422;6/4/2025;Card Payment;Utilities;56,01;0,56;1
T00004462;U000422;20/5/2025;Card Payment;Online Retail;20,19;0,2;1
T00004463;U000422;1/5/2025;Bank Transfer;Transfer;30,72;0;0
T00004464;U000422;16/5/2025;Card Payment;Utilities;53,21;0,53;1
T00004465;U000422;5/5/2025;Card Payment;Transport;68,34;0,68;1
T00004466;U000422;1/5/2025;Bank Transfer;Transfer;110,94;0,44;1
T00004467;U000422;11/6/2025;Card Payment;Transport;25,88;0,26;1
T00004468;U000422;30/6/2025;Card Payment;Transport;32,8;0,33;1
T00004469;U000422;27/6/2025;Card Payment;Online Retail;24,22;0,24;1
T00004470;U000422;11/7/2025;Cash Withdrawal;ATM;40;0;0
T00004471;U000422;4/7/2025;Card Payment;Fuel;32;0,32;1
T00004472;U000422;27/7/2025;Card Payment;Groceries;15,31;0,15;1
T00004473;U000422;27/7/2025;Card Payment;Utilities;25,93;0,26;1
T00004474;U000422;31/7/2025;Card Payment;Transport;9,02;0,09;1
T00004475;U000422;2/8/2025;Card Payment;Groceries;35,71;0,36;1
T00004476;U000422;17/8/2025;Card Payment;Online Retail;61,27;0,61;1
T00004477;U000422;1/9/2025;Card Payment;Groceries;35,74;0,36;1
T00004478;U000422;12/9/2025;Card Payment;Groceries;29,08;0,29;1
T00004479;U000422;2/10/2025;Card Payment;Travel;24;0,24;1
T00004480;U000422;17/11/2025;Card Payment;Online Retail;81,2;0,81;1
T00004481;U000422;2/11/2025;Card Payment;Groceries;39,71;0,4;1
T00004482;U000422;16/11/2025;Card Payment;Transport;29,66;0,3;1
T00004483;U000426;17/11/2025;Bank Transfer;Transfer;12,21;0,05;1
T00004484;U000426;11/12/2025;Card Payment;Transport;25,34;0,25;1
T00004485;U000426;26/12/2025;Card Payment;Online Retail;17,1;0,17;1
T00004486;U000426;19/12/2025;Bank Transfer;Transfer;402,83;1,61;1
T00004487;U000427;28/9/2025;Card Payment;Utilities;42,27;0,42;1
T00004488;U000427;20/9/2025;Card Payment;Entertainment;43,54;0,44;1
T00004489;U000427;12/10/2025;Bank Transfer;Transfer;69,1;0;0
T00004490;U000427;26/10/2025;Bank Transfer;Transfer;160,85;0,64;1
T00004491;U000427;2/10/2025;Card Payment;Dining;68,61;0,69;1
T00004492;U000427;6/10/2025;Card Payment;Groceries;57,01;0,57;1
T00004493;U000427;22/11/2025;Card Payment;Transport;6,79;0,07;1
T00004494;U000427;12/11/2025;Card Payment;Transport;9,61;0,1;1
T00004495;U000427;28/11/2025;Bank Transfer;Transfer;66,48;0,27;1
T00004496;U000427;19/12/2025;Card Payment;Entertainment;21,18;0,21;1
T00004497;U000427;27/12/2025;Card Payment;Travel;33,96;0,34;1
T00004498;U000427;17/12/2025;Bank Transfer;Transfer;64,58;0,26;1
T00004499;U000427;12/12/2025;Card Payment;Transport;29,15;0,29;1
T00004500;U000427;19/12/2025;Card Payment;Groceries;68,58;0,69;1
T00004501;U000427;23/12/2025;Cash Withdrawal;ATM;20;0;0
T00004502;U000427;10/12/2025;Card Payment;Online Retail;24,55;0,25;1
T00004503;U000427;25/12/2025;Card Payment;Transport;47,43;0,47;1
T00004504;U000427;12/12/2025;Card Payment;Online Retail;27,06;0,27;1
T00004505;U000430;27/2/2025;Card Payment;Transport;31,9;0,32;1
T00004506;U000430;28/2/2025;Card Payment;Transport;45,82;0,46;1
T00004507;U000430;6/3/2025;Card Payment;Dining;11,73;0,12;1
T00004508;U000430;24/3/2025;Card Payment;Groceries;33,99;0,34;1
T00004509;U000430;1/3/2025;Cash Withdrawal;ATM;20;0;0
T00004510;U000430;24/5/2025;Card Payment;Transport;26,85;0,27;1
T00004511;U000430;23/6/2025;Card Payment;Transport;46,95;0,47;1
T00004512;U000430;8/7/2025;Bank Transfer;Transfer;20,35;0,08;1
T00004513;U000430;18/7/2025;Card Payment;Groceries;16,19;0,16;1
T00004514;U000430;26/8/2025;Card Payment;Entertainment;28,84;0,29;1
T00004515;U000430;8/9/2025;Card Payment;Fuel;70,5;0,7;1
T00004516;U000430;20/9/2025;Card Payment;Dining;9,24;0,09;1
T00004517;U000430;26/10/2025;Card Payment;Groceries;27,15;0,27;1
T00004518;U000430;23/10/2025;Bank Transfer;Transfer;81,94;0,33;1
T00004519;U000430;28/11/2025;Card Payment;Transport;10,71;0,11;1
T00004520;U000430;2/11/2025;Card Payment;Dining;51,84;0,52;1
T00004521;U000431;19/8/2025;Card Payment;Entertainment;54,27;0,54;1
T00004522;U000431;17/8/2025;Card Payment;Dining;73,56;0,74;1
T00004523;U000431;16/9/2025;Card Payment;Dining;36,36;0,36;1
T00004524;U000431;17/10/2025;Card Payment;Dining;18,66;0,19;1
T00004525;U000431;16/10/2025;Bank Transfer;Transfer;125,16;0;0
T00004526;U000431;2/10/2025;Bank Transfer;Transfer;162,71;0,65;1
T00004527;U000431;20/10/2025;Bank Transfer;Transfer;31,65;0;0
T00004528;U000431;1/11/2025;Card Payment;Online Retail;65,38;0,65;1
T00004529;U000431;16/12/2025;Bank Transfer;Transfer;430,04;1,72;1
T00004530;U000431;5/12/2025;Card Payment;Entertainment;27,41;0,27;1
T00004531;U000431;25/12/2025;Card Payment;Fuel;16,71;0,17;1
T00004532;U000431;6/12/2025;Card Payment;Online Retail;33,58;0,34;1
T00004533;U000431;6/12/2025;Cash Withdrawal;ATM;100;0;0
T00004534;U000432;18/6/2025;Bank Transfer;Transfer;43,51;0,17;1
T00004535;U000432;24/6/2025;Card Payment;Transport;41,13;0,41;1
T00004536;U000432;16/6/2025;Card Payment;Groceries;16,88;0,17;1
T00004537;U000432;22/6/2025;Bank Transfer;Transfer;48,96;0;0
T00004538;U000432;25/7/2025;Bank Transfer;Transfer;69,98;0;0
T00004539;U000432;28/7/2025;Card Payment;Transport;81,13;0,81;1
T00004540;U000432;9/7/2025;Cash Withdrawal;ATM;100;0;0
T00004541;U000432;22/7/2025;Card Payment;Online Retail;50,66;0,51;1
T00004542;U000432;14/7/2025;Card Payment;Online Retail;48,37;0,48;1
T00004543;U000432;17/8/2025;Card Payment;Fuel;18,71;0,19;1
T00004544;U000432;29/8/2025;Card Payment;Online Retail;31,26;0,31;1
T00004545;U000432;6/8/2025;Card Payment;Dining;71,06;0,71;1
T00004546;U000432;20/9/2025;Card Payment;Groceries;50,06;0,5;1
T00004547;U000432;9/9/2025;Bank Transfer;Transfer;38,08;0,15;1
T00004548;U000432;7/9/2025;Card Payment;Fuel;45,2;0,45;1
T00004549;U000432;27/12/2025;Card Payment;Entertainment;25,48;0,25;1
T00004550;U000432;10/12/2025;Card Payment;Utilities;31,26;0,31;1
T00004551;U000432;22/12/2025;Card Payment;Groceries;66,62;0,67;1
T00004552;U000433;18/4/2025;Card Payment;Online Retail;21,6;0,17;1
T00004553;U000433;16/4/2025;Card Payment;Groceries;41,93;0,34;1
T00004554;U000433;11/4/2025;Card Payment;Groceries;29,58;0,24;1
T00004555;U000433;2/4/2025;Card Payment;Fuel;82,1;0,66;1
T00004556;U000433;30/4/2025;Card Payment;Groceries;17,69;0,14;1
T00004557;U000433;21/5/2025;Card Payment;Groceries;69,44;0,56;1
T00004558;U000433;24/5/2025;Bank Transfer;Transfer;10;0,03;1
T00004559;U000433;31/5/2025;Card Payment;Groceries;18,09;0,14;1
T00004560;U000433;8/6/2025;Card Payment;Entertainment;31,36;0,25;1
T00004561;U000433;22/6/2025;Bank Transfer;Transfer;28,98;0,09;1
T00004562;U000433;8/6/2025;Card Payment;Transport;16,38;0,13;1
T00004563;U000433;14/7/2025;Bank Transfer;Transfer;68,55;0,21;1
T00004564;U000433;1/7/2025;Bank Transfer;Transfer;50,33;0,15;1
T00004565;U000433;29/7/2025;Bank Transfer;Transfer;132,18;0,4;1
T00004566;U000433;29/8/2025;Cash Withdrawal;ATM;60;0;0
T00004567;U000433;30/8/2025;Bank Transfer;Transfer;45,11;0;0
T00004568;U000433;18/9/2025;Card Payment;Transport;32,34;0,26;1
T00004569;U000433;26/9/2025;Card Payment;Transport;16,79;0,13;1
T00004570;U000433;17/10/2025;Card Payment;Travel;11,35;0,09;1
T00004571;U000433;9/10/2025;Bank Transfer;Transfer;90,61;0;0
T00004572;U000433;8/10/2025;Bank Transfer;Transfer;25,55;0,08;1
T00004573;U000433;16/11/2025;Card Payment;Groceries;65,71;0,53;1
T00004574;U000433;13/11/2025;Card Payment;Entertainment;20,18;0,16;1
T00004575;U000433;19/11/2025;Card Payment;Fuel;41,54;0,33;1
T00004576;U000433;20/11/2025;Bank Transfer;Transfer;24,16;0;0
T00004577;U000433;14/11/2025;Card Payment;Utilities;26,13;0,21;1
T00004578;U000433;18/11/2025;Card Payment;Travel;51,25;0,41;1
T00004579;U000433;2/12/2025;Card Payment;Online Retail;12,9;0,1;1
T00004580;U000434;29/9/2025;Card Payment;Transport;14,51;0,15;1
T00004581;U000434;13/9/2025;Card Payment;Groceries;27,81;0,28;1
T00004582;U000434;10/10/2025;Bank Transfer;Transfer;30,6;0,12;1
T00004583;U000434;12/10/2025;Card Payment;Online Retail;23,37;0,23;1
T00004584;U000434;30/10/2025;Card Payment;Online Retail;13,69;0,14;1
T00004585;U000434;1/11/2025;Card Payment;Dining;42,19;0,42;1
T00004586;U000434;13/11/2025;Card Payment;Online Retail;61,26;0,61;1
T00004587;U000434;7/12/2025;Card Payment;Online Retail;17,61;0,18;1
T00004588;U000434;13/12/2025;Card Payment;Utilities;15,31;0,15;1
T00004589;U000434;2/12/2025;Card Payment;Entertainment;27,93;0,28;1
T00004590;U000434;29/12/2025;Card Payment;Entertainment;11,04;0,11;1
T00004591;U000434;2/12/2025;Card Payment;Online Retail;18,77;0,19;1
T00004592;U000434;25/12/2025;Card Payment;Groceries;15,73;0,16;1
T00004593;U000434;8/12/2025;Card Payment;Entertainment;20,91;0,21;1
T00004594;U000435;31/10/2025;Card Payment;Groceries;16,73;0,13;1
T00004595;U000435;30/10/2025;Card Payment;Dining;19,58;0,16;1
T00004596;U000435;28/10/2025;Card Payment;Dining;30,55;0,24;1
T00004597;U000435;28/10/2025;Card Payment;Entertainment;66,14;0,53;1
T00004598;U000435;31/10/2025;Card Payment;Dining;10,87;0,09;1
T00004599;U000435;30/10/2025;Card Payment;Transport;57,88;0,46;1
T00004600;U000435;31/10/2025;Card Payment;Dining;52,98;0,42;1
T00004601;U000435;3/11/2025;Card Payment;Groceries;23,01;0,18;1
T00004602;U000435;27/11/2025;Card Payment;Utilities;67,04;0,54;1
T00004603;U000435;6/11/2025;Card Payment;Utilities;24,81;0,2;1
T00004604;U000435;10/11/2025;Card Payment;Travel;39,94;0,32;1
T00004605;U000435;21/12/2025;Card Payment;Entertainment;41,08;0,33;1
T00004606;U000435;5/12/2025;Card Payment;Utilities;29,7;0,24;1
T00004607;U000435;22/12/2025;Card Payment;Online Retail;19,58;0,16;1
T00004608;U000436;20/7/2025;Card Payment;Online Retail;5,73;0,06;1
T00004609;U000436;11/7/2025;Card Payment;Groceries;66,53;0,67;1
T00004610;U000436;20/7/2025;Bank Transfer;Transfer;262,78;1,05;1
T00004611;U000437;29/12/2025;Card Payment;Transport;21,61;0,22;1
T00004612;U000437;30/12/2025;Card Payment;Transport;24,13;0,24;1
T00004613;U000437;28/12/2025;Card Payment;Groceries;33,51;0,34;1
T00004614;U000439;17/11/2025;Card Payment;Utilities;21,92;0,22;1
T00004615;U000439;16/11/2025;Card Payment;Online Retail;36,48;0,36;1
T00004616;U000439;28/11/2025;Card Payment;Entertainment;15,35;0,15;1
T00004617;U000439;27/11/2025;Card Payment;Groceries;24,33;0,24;1
T00004618;U000439;23/11/2025;Bank Transfer;Transfer;25,96;0;0
T00004619;U000439;15/11/2025;Card Payment;Online Retail;53,26;0,53;1
T00004620;U000439;23/11/2025;Card Payment;Groceries;45,57;0,46;1
T00004621;U000439;23/11/2025;Card Payment;Travel;31,51;0,32;1
T00004622;U000439;30/11/2025;Card Payment;Transport;67,3;0,67;1
T00004623;U000439;16/12/2025;Card Payment;Entertainment;28,67;0,29;1
T00004624;U000439;14/12/2025;Card Payment;Entertainment;24,04;0,24;1
T00004625;U000439;25/12/2025;Card Payment;Online Retail;33,47;0,33;1
