subscription_row_id;user_id;month;plan_id;monthly_fee_eur
S000002242;U001284;1/12/2025;P02;6,99
S000002243;U001286;1/12/2025;P02;6,99
S000002244;U001287;1/10/2025;P02;6,99
S000002245;U001287;1/11/2025;P02;6,99
S000002246;U001287;1/12/2025;P02;6,99
S000002247;U001288;1/4/2025;P03;14,99
S000002248;U001288;1/5/2025;P03;14,99
S000002249;U001288;1/6/2025;P03;14,99
S000002250;U001288;1/7/2025;P03;14,99
S000002251;U001288;1/8/2025;P03;14,99
S000002252;U001288;1/9/2025;P03;14,99
S000002253;U001288;1/10/2025;P03;14,99
S000002254;U001288;1/11/2025;P03;14,99
S000002255;U001288;1/12/2025;P03;14,99
S000002256;U001296;1/4/2025;P03;14,99
S000002257;U001296;1/5/2025;P03;14,99
S000002258;U001296;1/6/2025;P03;14,99
S000002259;U001296;1/7/2025;P03;14,99
S000002260;U001296;1/8/2025;P03;14,99
S000002261;U001296;1/9/2025;P03;14,99
S000002262;U001296;1/10/2025;P03;14,99
S000002263;U001296;1/11/2025;P03;14,99
S000002264;U001296;1/12/2025;P03;14,99
S000002265;U001301;1/9/2025;P02;6,99
S000002266;U001301;1/10/2025;P02;6,99
S000002267;U001301;1/11/2025;P02;6,99
S000002268;U001301;1/12/2025;P02;6,99
S000002269;U001305;1/2/2025;P02;6,99
S000002270;U001305;1/3/2025;P02;6,99
S000002271;U001305;1/4/2025;P02;6,99
S000002272;U001305;1/5/2025;P02;6,99
S000002273;U001305;1/6/2025;P02;6,99
S000002274;U001305;1/7/2025;P02;6,99
S000002275;U001305;1/8/2025;P02;6,99
S000002276;U001305;1/9/2025;P02;6,99
S000002277;U001305;1/10/2025;P02;6,99
S000002278;U001305;1/11/2025;P03;14,99
S000002279;U001305;1/12/2025;P03;14,99
S000002280;U001306;1/3/2025;P03;14,99
S000002281;U001306;1/4/2025;P03;14,99
S000002282;U001306;1/5/2025;P03;14,99
S000002283;U001306;1/6/2025;P03;14,99
S000002284;U001306;1/7/2025;P03;14,99
S000002285;U001306;1/8/2025;P03;14,99
S000002286;U001306;1/9/2025;P03;14,99
S000002287;U001306;1/10/2025;P03;14,99
S000002288;U001306;1/11/2025;P03;14,99
S000002289;U001306;1/12/2025;P03;14,99
S000002290;U001309;1/8/2025;P02;6,99
S000002291;U001309;1/9/2025;P02;6,99
S000002292;U001309;1/10/2025;P02;6,99
S000002293;U001309;1/11/2025;P02;6,99
S000002294;U001309;1/12/2025;P02;6,99
S000002295;U001315;1/11/2025;P02;6,99
S000002296;U001315;1/12/2025;P02;6,99
S000002297;U001318;1/4/2025;P02;6,99
S000002298;U001318;1/5/2025;P02;6,99
S000002299;U001318;1/6/2025;P02;6,99
S000002300;U001318;1/7/2025;P02;6,99
S000002301;U001318;1/8/2025;P02;6,99
S000002302;U001318;1/9/2025;P02;6,99
S000002303;U001318;1/10/2025;P02;6,99
S000002304;U001318;1/11/2025;P02;6,99
S000002305;U001318;1/12/2025;P02;6,99
S000002306;U001319;1/10/2025;P02;6,99
S000002307;U001319;1/11/2025;P02;6,99
S000002308;U001319;1/12/2025;P02;6,99
S000002309;U001323;1/4/2025;P02;6,99
S000002310;U001323;1/5/2025;P02;6,99
S000002311;U001323;1/6/2025;P02;6,99
S000002312;U001323;1/7/2025;P02;6,99
S000002313;U001323;1/8/2025;P02;6,99
S000002314;U001323;1/9/2025;P02;6,99
S000002315;U001323;1/10/2025;P02;6,99
S000002316;U001323;1/11/2025;P02;6,99
S000002317;U001323;1/12/2025;P02;6,99
S000002318;U001325;1/9/2025;P02;6,99
S000002319;U001325;1/10/2025;P02;6,99
S000002320;U001325;1/11/2025;P02;6,99
S000002321;U001325;1/12/2025;P02;6,99
S000002322;U001329;1/6/2025;P02;6,99
S000002323;U001329;1/7/2025;P02;6,99
S000002324;U001329;1/8/2025;P02;6,99
S000002325;U001329;1/9/2025;P02;6,99
S000002326;U001329;1/10/2025;P02;6,99
S000002327;U001329;1/11/2025;P02;6,99
S000002328;U001329;1/12/2025;P02;6,99
S000002329;U001330;1/2/2025;P02;6,99
S000002330;U001330;1/3/2025;P02;6,99
S000002331;U001330;1/4/2025;P02;6,99
S000002332;U001330;1/5/2025;P02;6,99
S000002333;U001330;1/6/2025;P02;6,99
S000002334;U001330;1/7/2025;P02;6,99
S000002335;U001330;1/8/2025;P02;6,99
S000002336;U001330;1/9/2025;P02;6,99
S000002337;U001330;1/10/2025;P02;6,99
S000002338;U001330;1/11/2025;P02;6,99
S000002339;U001330;1/12/2025;P02;6,99
S000002340;U001331;1/7/2025;P02;6,99
S000002341;U001331;1/8/2025;P02;6,99
S000002342;U001331;1/9/2025;P02;6,99
S000002343;U001331;1/10/2025;P02;6,99
S000002344;U001331;1/11/2025;P02;6,99
S000002345;U001331;1/12/2025;P02;6,99
S000002346;U001333;1/3/2025;P02;6,99
S000002347;U001333;1/4/2025;P02;6,99
S000002348;U001333;1/5/2025;P02;6,99
S000002349;U001333;1/6/2025;P02;6,99
S000002350;U001333;1/7/2025;P02;6,99
S000002351;U001333;1/8/2025;P02;6,99
S000002352;U001333;1/9/2025;P02;6,99
S000002353;U001337;1/3/2025;P02;6,99
S000002354;U001337;1/4/2025;P02;6,99
S000002355;U001337;1/5/2025;P02;6,99
S000002356;U001337;1/6/2025;P02;6,99
S000002357;U001337;1/7/2025;P02;6,99
S000002358;U001337;1/8/2025;P02;6,99
S000002359;U001337;1/9/2025;P02;6,99
S000002360;U001337;1/10/2025;P02;6,99
S000002361;U001337;1/11/2025;P02;6,99
S000002362;U001337;1/12/2025;P02;6,99
S000002363;U001351;1/11/2025;P02;6,99
S000002364;U001351;1/12/2025;P02;6,99
S000002365;U001359;1/2/2025;P02;6,99
S000002366;U001359;1/3/2025;P02;6,99
S000002367;U001359;1/4/2025;P02;6,99
S000002368;U001359;1/5/2025;P02;6,99
S000002369;U001359;1/6/2025;P02;6,99
S000002370;U001359;1/7/2025;P02;6,99
S000002371;U001359;1/8/2025;P02;6,99
S000002372;U001359;1/9/2025;P02;6,99
S000002373;U001359;1/10/2025;P02;6,99
S000002374;U001359;1/11/2025;P02;6,99
S000002375;U001359;1/12/2025;P02;6,99
S000002376;U001363;1/11/2025;P03;14,99
S000002377;U001363;1/12/2025;P03;14,99
S000002378;U001367;1/10/2025;P03;14,99
S000002379;U001367;1/11/2025;P03;14,99
S000002380;U001367;1/12/2025;P03;14,99
S000002381;U001368;1/8/2025;P02;6,99
S000002382;U001368;1/9/2025;P02;6,99
S000002383;U001368;1/10/2025;P02;6,99
S000002384;U001368;1/11/2025;P02;6,99
S000002385;U001368;1/12/2025;P02;6,99
S000002386;U001371;1/11/2025;P02;6,99
S000002387;U001371;1/12/2025;P02;6,99
S000002388;U001378;1/12/2025;P02;6,99
S000002389;U001382;1/10/2025;P02;6,99
S000002390;U001382;1/11/2025;P02;6,99
S000002391;U001382;1/12/2025;P02;6,99
S000002392;U001391;1/7/2025;P02;6,99
S000002393;U001391;1/8/2025;P02;6,99
S000002394;U001391;1/9/2025;P02;6,99
S000002395;U001391;1/10/2025;P02;6,99
S000002396;U001391;1/11/2025;P02;6,99
S000002397;U001391;1/12/2025;P02;6,99
S000002398;U001394;1/11/2025;P02;6,99
S000002399;U001394;1/12/2025;P02;6,99
S000002400;U001395;1/3/2025;P03;14,99
S000002401;U001395;1/4/2025;P03;14,99
S000002402;U001395;1/5/2025;P03;14,99
S000002403;U001395;1/6/2025;P03;14,99
S000002404;U001395;1/7/2025;P03;14,99
S000002405;U001395;1/8/2025;P03;14,99
S000002406;U001395;1/9/2025;P03;14,99
S000002407;U001395;1/10/2025;P03;14,99
S000002408;U001395;1/11/2025;P03;14,99
S000002409;U001395;1/12/2025;P03;14,99
S000002410;U001397;1/4/2025;P02;6,99
S000002411;U001397;1/5/2025;P02;6,99
S000002412;U001397;1/6/2025;P02;6,99
S000002413;U001397;1/7/2025;P02;6,99
S000002414;U001397;1/8/2025;P02;6,99
S000002415;U001397;1/9/2025;P02;6,99
S000002416;U001397;1/10/2025;P02;6,99
S000002417;U001397;1/11/2025;P02;6,99
S000002418;U001397;1/12/2025;P02;6,99
S000002419;U001405;1/6/2025;P02;6,99
S000002420;U001405;1/7/2025;P02;6,99
S000002421;U001405;1/8/2025;P02;6,99
S000002422;U001405;1/9/2025;P02;6,99
S000002423;U001405;1/10/2025;P02;6,99
S000002424;U001405;1/11/2025;P02;6,99
S000002425;U001405;1/12/2025;P02;6,99
S000002426;U001410;1/10/2025;P02;6,99
S000002427;U001410;1/11/2025;P02;6,99
S000002428;U001410;1/12/2025;P02;6,99
S000002429;U001411;1/9/2025;P02;6,99
S000002430;U001411;1/10/2025;P02;6,99
S000002431;U001411;1/11/2025;P02;6,99
S000002432;U001411;1/12/2025;P02;6,99
S000002433;U001415;1/12/2025;P03;14,99
S000002434;U001421;1/12/2025;P02;6,99
S000002435;U001426;1/1/2025;P02;6,99
S000002436;U001426;1/2/2025;P02;6,99
S000002437;U001426;1/3/2025;P02;6,99
S000002438;U001426;1/4/2025;P02;6,99
S000002439;U001426;1/5/2025;P02;6,99
S000002440;U001426;1/6/2025;P02;6,99
S000002441;U001426;1/7/2025;P03;14,99
S000002442;U001426;1/8/2025;P03;14,99
S000002443;U001426;1/9/2025;P03;14,99
S000002444;U001426;1/10/2025;P03;14,99
S000002445;U001426;1/11/2025;P03;14,99
S000002446;U001426;1/12/2025;P03;14,99
S000002447;U001428;1/10/2025;P02;6,99
S000002448;U001428;1/11/2025;P02;6,99
S000002449;U001428;1/12/2025;P02;6,99
S000002450;U001429;1/4/2025;P02;6,99
S000002451;U001429;1/5/2025;P02;6,99
S000002452;U001429;1/6/2025;P02;6,99
S000002453;U001429;1/7/2025;P02;6,99
S000002454;U001429;1/8/2025;P02;6,99
S000002455;U001429;1/9/2025;P02;6,99
S000002456;U001429;1/10/2025;P02;6,99
S000002457;U001429;1/11/2025;P02;6,99
S000002458;U001429;1/12/2025;P02;6,99
S000002459;U001437;1/2/2025;P02;6,99
S000002460;U001437;1/3/2025;P02;6,99
S000002461;U001437;1/4/2025;P02;6,99
S000002462;U001437;1/5/2025;P02;6,99
S000002463;U001437;1/6/2025;P02;6,99
S000002464;U001437;1/7/2025;P02;6,99
S000002465;U001437;1/8/2025;P02;6,99
S000002466;U001437;1/9/2025;P02;6,99
S000002467;U001437;1/10/2025;P02;6,99
S000002468;U001437;1/11/2025;P02;6,99
S000002469;U001437;1/12/2025;P02;6,99
S000002470;U001443;1/12/2025;P02;6,99
S000002471;U001444;1/7/2025;P02;6,99
S000002472;U001444;1/8/2025;P02;6,99
S000002473;U001450;1/3/2025;P02;6,99
S000002474;U001450;1/4/2025;P02;6,99
S000002475;U001450;1/5/2025;P02;6,99
S000002476;U001450;1/6/2025;P02;6,99
S000002477;U001450;1/7/2025;P02;6,99
S000002478;U001450;1/8/2025;P02;6,99
S000002479;U001450;1/9/2025;P02;6,99
S000002480;U001450;1/10/2025;P02;6,99
S000002481;U001450;1/11/2025;P02;6,99
S000002482;U001450;1/12/2025;P02;6,99
S000002483;U001451;1/5/2025;P02;6,99
S000002484;U001451;1/6/2025;P02;6,99
S000002485;U001451;1/7/2025;P02;6,99
S000002486;U001451;1/8/2025;P02;6,99
S000002487;U001451;1/9/2025;P02;6,99
S000002488;U001451;1/10/2025;P02;6,99
S000002489;U001451;1/11/2025;P02;6,99
S000002490;U001451;1/12/2025;P02;6,99
S000002491;U001453;1/5/2025;P02;6,99
S000002492;U001453;1/6/2025;P02;6,99
S000002493;U001453;1/7/2025;P02;6,99
S000002494;U001453;1/8/2025;P02;6,99
S000002495;U001453;1/9/2025;P02;6,99
S000002496;U001453;1/10/2025;P02;6,99
S000002497;U001453;1/11/2025;P02;6,99
S000002498;U001453;1/12/2025;P02;6,99
S000002499;U001455;1/1/2025;P02;6,99
S000002500;U001455;1/2/2025;P02;6,99
S000002501;U001455;1/3/2025;P02;6,99
S000002502;U001455;1/4/2025;P02;6,99
S000002503;U001455;1/5/2025;P02;6,99
S000002504;U001455;1/6/2025;P02;6,99
S000002505;U001455;1/7/2025;P02;6,99
S000002506;U001455;1/8/2025;P02;6,99
S000002507;U001455;1/9/2025;P02;6,99
S000002508;U001455;1/10/2025;P02;6,99
S000002509;U001455;1/11/2025;P02;6,99
S000002510;U001455;1/12/2025;P02;6,99
S000002511;U001461;1/2/2025;P02;6,99
S000002512;U001461;1/3/2025;P02;6,99
S000002513;U001461;1/4/2025;P02;6,99
S000002514;U001461;1/5/2025;P02;6,99
S000002515;U001461;1/6/2025;P02;6,99
S000002516;U001461;1/7/2025;P02;6,99
S000002517;U001461;1/8/2025;P02;6,99
S000002518;U001461;1/9/2025;P02;6,99
S000002519;U001461;1/10/2025;P02;6,99
S000002520;U001461;1/11/2025;P02;6,99
S000002521;U001461;1/12/2025;P02;6,99
S000002522;U001462;1/5/2025;P02;6,99
S000002523;U001462;1/6/2025;P02;6,99
S000002524;U001462;1/7/2025;P02;6,99
S000002525;U001462;1/8/2025;P02;6,99
S000002526;U001462;1/9/2025;P02;6,99
S000002527;U001462;1/10/2025;P02;6,99
S000002528;U001462;1/11/2025;P03;14,99
S000002529;U001462;1/12/2025;P03;14,99
S000002530;U001464;1/5/2025;P02;6,99
S000002531;U001464;1/6/2025;P02;6,99
S000002532;U001464;1/7/2025;P02;6,99
S000002533;U001464;1/8/2025;P02;6,99
S000002534;U001464;1/9/2025;P02;6,99
S000002535;U001464;1/10/2025;P02;6,99
S000002536;U001464;1/11/2025;P02;6,99
S000002537;U001464;1/12/2025;P02;6,99
S000002538;U001466;1/9/2025;P02;6,99
S000002539;U001466;1/10/2025;P02;6,99
S000002540;U001466;1/11/2025;P02;6,99
S000002541;U001466;1/12/2025;P02;6,99
S000002542;U001467;1/7/2025;P02;6,99
S000002543;U001467;1/8/2025;P02;6,99
S000002544;U001467;1/9/2025;P02;6,99
S000002545;U001467;1/10/2025;P02;6,99
S000002546;U001467;1/11/2025;P02;6,99
S000002547;U001467;1/12/2025;P02;6,99
S000002548;U001474;1/11/2025;P02;6,99
S000002549;U001474;1/12/2025;P02;6,99
S000002550;U001476;1/10/2025;P02;6,99
S000002551;U001476;1/11/2025;P02;6,99
S000002552;U001476;1/12/2025;P02;6,99
S000002553;U001477;1/10/2025;P02;6,99
S000002554;U001477;1/11/2025;P02;6,99
S000002555;U001477;1/12/2025;P02;6,99
S000002556;U001479;1/7/2025;P03;14,99
S000002557;U001479;1/8/2025;P03;14,99
S000002558;U001479;1/9/2025;P03;14,99
S000002559;U001479;1/10/2025;P03;14,99
S000002560;U001479;1/11/2025;P03;14,99
S000002561;U001479;1/12/2025;P03;14,99
S000002562;U001480;1/3/2025;P02;6,99
S000002563;U001480;1/4/2025;P02;6,99
S000002564;U001482;1/6/2025;P03;14,99
S000002565;U001482;1/7/2025;P03;14,99
S000002566;U001482;1/8/2025;P03;14,99
S000002567;U001482;1/9/2025;P03;14,99
S000002568;U001482;1/10/2025;P03;14,99
S000002569;U001482;1/11/2025;P03;14,99
S000002570;U001482;1/12/2025;P03;14,99
S000002571;U001487;1/7/2025;P03;14,99
S000002572;U001487;1/8/2025;P03;14,99
S000002573;U001487;1/9/2025;P03;14,99
S000002574;U001487;1/10/2025;P03;14,99
S000002575;U001487;1/11/2025;P03;14,99
S000002576;U001487;1/12/2025;P03;14,99
S000002577;U001491;1/6/2025;P02;6,99
S000002578;U001491;1/7/2025;P02;6,99
S000002579;U001491;1/8/2025;P02;6,99
S000002580;U001491;1/9/2025;P02;6,99
S000002581;U001491;1/10/2025;P02;6,99
S000002582;U001491;1/11/2025;P02;6,99
S000002583;U001491;1/12/2025;P02;6,99
S000002584;U001496;1/8/2025;P03;14,99
S000002585;U001496;1/9/2025;P03;14,99
S000002586;U001496;1/10/2025;P03;14,99
S000002587;U001496;1/11/2025;P03;14,99
S000002588;U001496;1/12/2025;P03;14,99
S000002589;U001497;1/4/2025;P03;14,99
S000002590;U001497;1/5/2025;P03;14,99
S000002591;U001497;1/6/2025;P03;14,99
S000002592;U001497;1/7/2025;P03;14,99
S000002593;U001497;1/8/2025;P03;14,99
S000002594;U001497;1/9/2025;P03;14,99
S000002595;U001497;1/10/2025;P03;14,99
S000002596;U001497;1/11/2025;P03;14,99
S000002597;U001497;1/12/2025;P03;14,99
S000002598;U001499;1/1/2025;P02;6,99
S000002599;U001499;1/2/2025;P02;6,99
S000002600;U001499;1/3/2025;P02;6,99
S000002601;U001499;1/4/2025;P02;6,99
S000002602;U001499;1/5/2025;P02;6,99
S000002603;U001499;1/6/2025;P03;14,99
S000002604;U001499;1/7/2025;P03;14,99
S000002605;U001499;1/8/2025;P03;14,99
S000002606;U001499;1/9/2025;P03;14,99
S000002607;U001499;1/10/2025;P03;14,99
S000002608;U001499;1/11/2025;P03;14,99
S000002609;U001499;1/12/2025;P03;14,99
S000002610;U001500;1/10/2025;P02;6,99
S000002611;U001500;1/11/2025;P02;6,99
S000002612;U001500;1/12/2025;P02;6,99
S000002613;U001505;1/2/2025;P02;6,99
S000002614;U001505;1/3/2025;P02;6,99
S000002615;U001505;1/4/2025;P02;6,99
S000002616;U001505;1/5/2025;P02;6,99
S000002617;U001505;1/6/2025;P02;6,99
S000002618;U001505;1/7/2025;P02;6,99
S000002619;U001505;1/8/2025;P02;6,99
S000002620;U001505;1/9/2025;P02;6,99
S000002621;U001505;1/10/2025;P02;6,99
S000002622;U001505;1/11/2025;P02;6,99
S000002623;U001505;1/12/2025;P02;6,99
S000002624;U001512;1/12/2025;P02;6,99
S000002625;U001513;1/4/2025;P02;6,99
S000002626;U001513;1/5/2025;P02;6,99
S000002627;U001513;1/6/2025;P02;6,99
S000002628;U001513;1/7/2025;P02;6,99
S000002629;U001513;1/8/2025;P02;6,99
S000002630;U001513;1/9/2025;P02;6,99
S000002631;U001513;1/10/2025;P02;6,99
S000002632;U001513;1/11/2025;P02;6,99
S000002633;U001513;1/12/2025;P02;6,99
S000002634;U001518;1/4/2025;P03;14,99
S000002635;U001518;1/5/2025;P03;14,99
S000002636;U001518;1/6/2025;P03;14,99
S000002637;U001518;1/7/2025;P03;14,99
S000002638;U001518;1/8/2025;P03;14,99
S000002639;U001518;1/9/2025;P03;14,99
S000002640;U001518;1/10/2025;P03;14,99
S000002641;U001518;1/11/2025;P03;14,99
S000002642;U001518;1/12/2025;P03;14,99
S000002643;U001520;1/5/2025;P02;6,99
S000002644;U001520;1/6/2025;P02;6,99
S000002645;U001520;1/7/2025;P02;6,99
S000002646;U001520;1/8/2025;P02;6,99
S000002647;U001520;1/9/2025;P02;6,99
S000002648;U001523;1/2/2025;P02;6,99
S000002649;U001523;1/3/2025;P02;6,99
S000002650;U001523;1/4/2025;P02;6,99
S000002651;U001523;1/5/2025;P02;6,99
S000002652;U001523;1/6/2025;P02;6,99
S000002653;U001523;1/7/2025;P02;6,99
S000002654;U001523;1/8/2025;P02;6,99
S000002655;U001523;1/9/2025;P02;6,99
S000002656;U001523;1/10/2025;P02;6,99
S000002657;U001523;1/11/2025;P02;6,99
S000002658;U001526;1/7/2025;P02;6,99
S000002659;U001526;1/8/2025;P02;6,99
S000002660;U001526;1/9/2025;P02;6,99
S000002661;U001526;1/10/2025;P02;6,99
S000002662;U001526;1/11/2025;P02;6,99
S000002663;U001526;1/12/2025;P02;6,99
S000002664;U001527;1/6/2025;P02;6,99
S000002665;U001527;1/7/2025;P02;6,99
S000002666;U001527;1/8/2025;P02;6,99
S000002667;U001527;1/9/2025;P02;6,99
S000002668;U001527;1/10/2025;P02;6,99
S000002669;U001527;1/11/2025;P02;6,99
S000002670;U001527;1/12/2025;P02;6,99
S000002671;U001538;1/5/2025;P02;6,99
S000002672;U001538;1/6/2025;P02;6,99
S000002673;U001538;1/7/2025;P02;6,99
S000002674;U001538;1/8/2025;P02;6,99
S000002675;U001538;1/9/2025;P02;6,99
S000002676;U001538;1/10/2025;P02;6,99
S000002677;U001538;1/11/2025;P02;6,99
S000002678;U001538;1/12/2025;P02;6,99
S000002679;U001539;1/11/2025;P02;6,99
S000002680;U001539;1/12/2025;P02;6,99
S000002681;U001540;1/8/2025;P03;14,99
S000002682;U001540;1/9/2025;P03;14,99
S000002683;U001540;1/10/2025;P03;14,99
S000002684;U001540;1/11/2025;P03;14,99
S000002685;U001540;1/12/2025;P03;14,99
S000002686;U001544;1/8/2025;P02;6,99
S000002687;U001544;1/9/2025;P02;6,99
S000002688;U001544;1/10/2025;P02;6,99
S000002689;U001544;1/11/2025;P02;6,99
S000002690;U001544;1/12/2025;P02;6,99
S000002691;U001552;1/3/2025;P02;6,99
S000002692;U001552;1/4/2025;P02;6,99
S000002693;U001552;1/5/2025;P02;6,99
S000002694;U001552;1/6/2025;P02;6,99
S000002695;U001552;1/7/2025;P02;6,99
S000002696;U001552;1/8/2025;P02;6,99
S000002697;U001552;1/9/2025;P02;6,99
S000002698;U001552;1/10/2025;P02;6,99
S000002699;U001552;1/11/2025;P02;6,99
S000002700;U001552;1/12/2025;P02;6,99
S000002701;U001556;1/1/2025;P02;6,99
S000002702;U001556;1/2/2025;P02;6,99
S000002703;U001556;1/3/2025;P02;6,99
S000002704;U001556;1/4/2025;P02;6,99
S000002705;U001556;1/5/2025;P02;6,99
S000002706;U001556;1/6/2025;P02;6,99
S000002707;U001556;1/7/2025;P02;6,99
S000002708;U001556;1/8/2025;P02;6,99
S000002709;U001556;1/9/2025;P02;6,99
S000002710;U001561;1/8/2025;P02;6,99
S000002711;U001561;1/9/2025;P02;6,99
S000002712;U001561;1/10/2025;P02;6,99
S000002713;U001561;1/11/2025;P02;6,99
S000002714;U001561;1/12/2025;P02;6,99
S000002715;U001563;1/12/2025;P02;6,99
S000002716;U001564;1/1/2025;P02;6,99
S000002717;U001564;1/2/2025;P02;6,99
S000002718;U001564;1/3/2025;P02;6,99
S000002719;U001564;1/4/2025;P02;6,99
S000002720;U001564;1/5/2025;P02;6,99
S000002721;U001564;1/6/2025;P02;6,99
S000002722;U001564;1/7/2025;P02;6,99
S000002723;U001564;1/8/2025;P02;6,99
S000002724;U001564;1/9/2025;P02;6,99
S000002725;U001564;1/10/2025;P02;6,99
S000002726;U001564;1/11/2025;P02;6,99
S000002727;U001564;1/12/2025;P02;6,99
S000002728;U001565;1/4/2025;P02;6,99
S000002729;U001565;1/5/2025;P02;6,99
S000002730;U001565;1/6/2025;P02;6,99
S000002731;U001565;1/7/2025;P02;6,99
S000002732;U001565;1/8/2025;P02;6,99
S000002733;U001565;1/9/2025;P02;6,99
S000002734;U001565;1/10/2025;P02;6,99
S000002735;U001565;1/11/2025;P02;6,99
S000002736;U001565;1/12/2025;P02;6,99
S000002737;U001567;1/2/2025;P02;6,99
S000002738;U001567;1/3/2025;P02;6,99
S000002739;U001567;1/4/2025;P02;6,99
S000002740;U001567;1/5/2025;P02;6,99
S000002741;U001567;1/6/2025;P02;6,99
S000002742;U001567;1/7/2025;P02;6,99
S000002743;U001567;1/8/2025;P02;6,99
S000002744;U001567;1/9/2025;P02;6,99
S000002745;U001567;1/10/2025;P02;6,99
S000002746;U001567;1/11/2025;P02;6,99
S000002747;U001567;1/12/2025;P02;6,99
S000002748;U001577;1/5/2025;P02;6,99
S000002749;U001577;1/6/2025;P02;6,99
S000002750;U001577;1/7/2025;P02;6,99
S000002751;U001577;1/8/2025;P02;6,99
S000002752;U001577;1/9/2025;P02;6,99
S000002753;U001577;1/10/2025;P02;6,99
S000002754;U001577;1/11/2025;P02;6,99
S000002755;U001577;1/12/2025;P02;6,99
S000002756;U001582;1/8/2025;P02;6,99
S000002757;U001582;1/9/2025;P02;6,99
S000002758;U001582;1/10/2025;P02;6,99
S000002759;U001582;1/11/2025;P02;6,99
S000002760;U001582;1/12/2025;P02;6,99
S000002761;U001584;1/10/2025;P02;6,99
S000002762;U001584;1/11/2025;P02;6,99
S000002763;U001584;1/12/2025;P02;6,99
S000002764;U001585;1/9/2025;P02;6,99
S000002765;U001585;1/10/2025;P02;6,99
S000002766;U001585;1/11/2025;P02;6,99
S000002767;U001585;1/12/2025;P02;6,99
S000002768;U001586;1/9/2025;P02;6,99
S000002769;U001586;1/10/2025;P02;6,99
S000002770;U001586;1/11/2025;P02;6,99
S000002771;U001586;1/12/2025;P02;6,99
S000002772;U001589;1/7/2025;P03;14,99
S000002773;U001589;1/8/2025;P03;14,99
S000002774;U001589;1/9/2025;P03;14,99
S000002775;U001589;1/10/2025;P03;14,99
S000002776;U001589;1/11/2025;P03;14,99
S000002777;U001589;1/12/2025;P03;14,99
S000002778;U001590;1/12/2025;P02;6,99
S000002779;U001591;1/6/2025;P02;6,99
S000002780;U001591;1/7/2025;P02;6,99
S000002781;U001591;1/8/2025;P02;6,99
S000002782;U001591;1/9/2025;P02;6,99
S000002783;U001591;1/10/2025;P02;6,99
S000002784;U001591;1/11/2025;P02;6,99
S000002785;U001591;1/12/2025;P02;6,99
S000002786;U001592;1/4/2025;P02;6,99
S000002787;U001592;1/5/2025;P02;6,99
S000002788;U001592;1/6/2025;P02;6,99
S000002789;U001592;1/7/2025;P02;6,99
S000002790;U001592;1/8/2025;P02;6,99
S000002791;U001593;1/9/2025;P02;6,99
S000002792;U001593;1/10/2025;P02;6,99
S000002793;U001593;1/11/2025;P02;6,99
S000002794;U001593;1/12/2025;P02;6,99
S000002795;U001594;1/2/2025;P02;6,99
S000002796;U001594;1/3/2025;P02;6,99
S000002797;U001594;1/4/2025;P02;6,99
S000002798;U001594;1/5/2025;P02;6,99
S000002799;U001598;1/11/2025;P02;6,99
S000002800;U001598;1/12/2025;P02;6,99
S000002801;U001601;1/12/2025;P03;14,99
S000002802;U001608;1/12/2025;P03;14,99
S000002803;U001612;1/4/2025;P02;6,99
S000002804;U001612;1/5/2025;P02;6,99
S000002805;U001612;1/6/2025;P02;6,99
S000002806;U001612;1/7/2025;P02;6,99
S000002807;U001612;1/8/2025;P02;6,99
S000002808;U001612;1/9/2025;P02;6,99
S000002809;U001612;1/10/2025;P02;6,99
S000002810;U001612;1/11/2025;P02;6,99
S000002811;U001612;1/12/2025;P02;6,99
S000002812;U001616;1/4/2025;P03;14,99
S000002813;U001616;1/5/2025;P03;14,99
S000002814;U001616;1/6/2025;P03;14,99
S000002815;U001616;1/7/2025;P03;14,99
S000002816;U001616;1/8/2025;P03;14,99
S000002817;U001616;1/9/2025;P03;14,99
S000002818;U001616;1/10/2025;P03;14,99
S000002819;U001616;1/11/2025;P03;14,99
S000002820;U001616;1/12/2025;P03;14,99
S000002821;U001619;1/8/2025;P02;6,99
S000002822;U001619;1/9/2025;P02;6,99
S000002823;U001619;1/10/2025;P02;6,99
S000002824;U001619;1/11/2025;P02;6,99
S000002825;U001619;1/12/2025;P02;6,99
S000002826;U001621;1/4/2025;P02;6,99
S000002827;U001621;1/5/2025;P02;6,99
S000002828;U001621;1/6/2025;P02;6,99
S000002829;U001621;1/7/2025;P02;6,99
S000002830;U001626;1/2/2025;P02;6,99
S000002831;U001626;1/3/2025;P02;6,99
S000002832;U001626;1/4/2025;P02;6,99
S000002833;U001626;1/5/2025;P02;6,99
S000002834;U001626;1/6/2025;P02;6,99
S000002835;U001626;1/7/2025;P02;6,99
S000002836;U001626;1/8/2025;P02;6,99
S000002837;U001626;1/9/2025;P02;6,99
S000002838;U001626;1/10/2025;P02;6,99
S000002839;U001626;1/11/2025;P02;6,99
S000002840;U001626;1/12/2025;P02;6,99
S000002841;U001628;1/10/2025;P02;6,99
S000002842;U001628;1/11/2025;P02;6,99
S000002843;U001629;1/7/2025;P02;6,99
S000002844;U001629;1/8/2025;P02;6,99
S000002845;U001629;1/9/2025;P02;6,99
S000002846;U001629;1/10/2025;P02;6,99
S000002847;U001629;1/11/2025;P02;6,99
S000002848;U001629;1/12/2025;P02;6,99
